Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,tag
"WarioWare, Inc.: Mega MicroGame$",GBA,2003,Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23,,,,,,,Video Games
Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,75.0,31.0,7.3,42.0,EA Canada,E10+,Video Games
Ben 10: Protector of Earth,Wii,2007,Action,D3Publisher,0.54,0.55,0.0,0.13,1.23,63.0,6.0,7.7,9.0,High Voltage Software,E10+,Video Games
2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,82.0,56.0,7.8,57.0,EA Canada,E,Video Games
Tales of Xillia,PS3,2011,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09,1.22,78.0,65.0,8.2,468.0,Bandai Namco Games,T,Video Games
Diddy Kong Racing DS,DS,2007,Racing,Nintendo,1.09,0.03,0.0,0.09,1.22,63.0,39.0,7.5,27.0,Rare Ltd.,E,Video Games
Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,80.0,43.0,8.5,48.0,Camelot Software Planning,E,Video Games
Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment,0.13,0.07,1.0,0.02,1.22,,,,,,,Video Games
Pac-Man,NES,1984,Puzzle,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22,,,,,,,Video Games
Game & Watch Gallery 2,GB,1997,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22,,,,,,,Video Games
Game & Watch Gallery 3,GB,1999,Misc,Nintendo,0.79,0.31,0.08,0.04,1.22,,,,,,,Video Games
Parfait: Chocolat Second Style,PS2,2006,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22,,,,,,,Video Games
NBA Live 99,PS,1997,Sports,Electronic Arts,1.13,0.05,0.0,0.03,1.22,,,,,,,Video Games
Chocobo no Fushigi Dungeon,PS,1997,Role-Playing,SquareSoft,0.0,0.0,1.14,0.08,1.22,,,,,,,Video Games
Golden Sun: The Lost Age,GBA,2002,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,86.0,29.0,9.5,150.0,Camelot Software Planning,E,Video Games
SimCity 2000,PS,1996,Simulation,Maxis,0.68,0.46,0.0,0.08,1.22,,,,,,,Video Games
Max Payne,XB,2001,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,89.0,24.0,8.3,61.0,neo Software,M,Video Games
WCW Mayhem,PS,1998,Fighting,Electronic Arts,0.68,0.46,0.0,0.08,1.22,,,,,,,Video Games
NBA 2K2,PS2,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22,89.0,19.0,7.8,16.0,Visual Concepts,E,Video Games
Cars,PS2,2006,Racing,THQ,1.01,0.04,0.0,0.16,1.21,71.0,30.0,8.4,12.0,Rainbow Studios,E,Video Games
Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,70.0,28.0,6.9,16.0,Blitz Games,E,Video Games
Call of Duty: Finest Hour,XB,2004,Shooter,Activision,0.78,0.4,0.0,0.04,1.21,73.0,55.0,7.8,22.0,Spark Unlimited,T,Video Games
Final Fantasy IV,DS,2007,Simulation,Square Enix,0.51,0.04,0.62,0.05,1.21,85.0,52.0,7.7,164.0,Matrix Software,E10+,Video Games
Star Wars: Battlefront II,PSP,2005,Shooter,LucasArts,1.05,0.05,0.01,0.1,1.21,69.0,22.0,8.5,111.0,Savage Entertainment,T,Video Games
Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,0.55,0.44,0.14,0.09,1.21,85.0,69.0,8.1,206.0,Capcom,T,Video Games
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,86.0,41.0,8.6,184.0,Sucker Punch,E,Video Games
WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0.0,0.2,1.21,73.0,47.0,7.4,237.0,Yuke's,T,Video Games
Star Wars Episode 1: Jedi Power Battles,PS,1999,Action,LucasArts,0.66,0.48,0.01,0.06,1.21,,,,,,,Video Games
Dino Crisis 2,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,86.0,13.0,9.0,91.0,Capcom,M,Video Games
The Magical Quest starring Mickey Mouse,SNES,1992,Platform,Capcom,0.66,0.17,0.35,0.03,1.21,,,,,,,Video Games
Dragon Quest IV: Michibikareshi Monotachi,PS,2001,Role-Playing,Enix Corporation,0.0,0.0,1.2,0.01,1.21,,,,,,,Video Games
Need for Speed Underground,GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,83.0,24.0,9.0,45.0,Electronic Arts,E,Video Games
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,76.0,34.0,8.3,130.0,CyberConnect2,T,Video Games
Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21,75.0,16.0,7.6,39.0,Electronic Arts,T,Video Games
Battlefield: Hardline,XOne,2015,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.21,71.0,27.0,5.1,299.0,Visceral Games,M,Video Games
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,,0.87,0.32,0.0,0.02,1.21,,,,,,,Video Games
Bayonetta,PS3,2009,Action,Sega,0.44,0.39,0.21,0.16,1.21,87.0,54.0,7.7,355.0,Nex Entertainment,M,Video Games
Test Drive 4,PS,1997,Racing,Electronic Arts,0.67,0.46,0.0,0.08,1.21,,,,,,,Video Games
Boom Blox,Wii,2008,Puzzle,Electronic Arts,0.71,0.38,0.0,0.12,1.21,85.0,61.0,8.6,105.0,EA LA,E,Video Games
World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0.0,1.2,,,,,,,Video Games
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,59.0,19.0,5.1,20.0,Surreal Software,T,Video Games
The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts,0.44,0.63,0.0,0.14,1.2,73.0,19.0,8.2,10.0,Maxis,T,Video Games
FIFA Soccer 07,PSP,2006,Sports,Electronic Arts,0.25,0.64,0.0,0.31,1.2,,,,,,,Video Games
ATV Offroad Fury 3,PS2,2004,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,78.0,37.0,8.4,16.0,Climax Group,E,Video Games
F1 2011,PS3,2011,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82.0,36.0,7.1,55.0,Codemasters,E,Video Games
Farming Simulator 2015,PC,2014,Simulation,Focus Home Interactive,0.08,1.04,0.0,0.07,1.2,,,,,,,Video Games
Pikmin 2,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,90.0,54.0,9.1,137.0,Nintendo,E,Video Games
NFL 2K,DC,1999,Sports,Sega,1.12,0.05,0.0,0.02,1.2,,,,,,,Video Games
SolarStriker,GB,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2,,,,,,,Video Games
TwinBee,NES,1986,Shooter,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2,,,,,,,Video Games
Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2,,,,,,,Video Games
Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,1.2,0.0,1.2,,,,,,,Video Games
Enter the Matrix,XB,2003,Action,Atari,0.72,0.43,0.01,0.04,1.2,65.0,33.0,7.1,75.0,Shiny Entertainment,T,Video Games
Cars,PSP,2006,Racing,THQ,0.72,0.28,0.0,0.2,1.2,70.0,17.0,7.0,4.0,Locomotive Games,E,Video Games
NHL 2002,PS2,2001,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,92.0,22.0,8.5,26.0,EA Sports,E,Video Games
FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,0.13,0.69,0.01,0.36,1.2,68.0,6.0,5.4,9.0,EA Sports,E,Video Games
Nuclear Strike,PS,1997,Simulation,Electronic Arts,0.66,0.45,0.0,0.08,1.19,,,,,,,Video Games
The Simpsons: Road Rage,GBA,2003,Racing,THQ,0.86,0.32,0.0,0.02,1.19,55.0,14.0,6.8,9.0,Altron,E,Video Games
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.5,0.0,0.19,1.19,81.0,28.0,7.5,81.0,Traveller's Tales,E10+,Video Games
Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,Nintendo,0.53,0.38,0.19,0.09,1.19,81.0,78.0,8.6,377.0,Nintendo EAD Tokyo,E,Video Games
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,THQ,0.92,0.23,0.0,0.04,1.19,71.0,4.0,7.7,7.0,Vicarious Visions,E,Video Games
Pro Evolution Soccer 2008,Wii,2008,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19,83.0,19.0,8.4,43.0,Konami,E,Video Games
Destiny: The Taken King,XOne,2015,Shooter,Activision,0.85,0.23,0.0,0.12,1.19,89.0,11.0,5.2,393.0,"Bungie Software, Bungie",T,Video Games
Scarface: The World is Yours,PS2,2006,Action,Vivendi Games,0.99,0.04,0.0,0.16,1.19,75.0,46.0,8.6,113.0,Radical Entertainment,M,Video Games
Disney's Chip 'n Dale: Rescue Rangers,NES,1990,Platform,Capcom,0.68,0.14,0.35,0.02,1.19,,,,,,,Video Games
Kobe Bryant in NBA Courtside,N64,1998,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19,,,,,,,Video Games
The Dukes of Hazzard: Racing for Home,PS,1999,Racing,Ubisoft,0.99,0.16,0.0,0.04,1.19,,,,,,,Video Games
Disney Sing It,Wii,2008,Misc,Disney Interactive Studios,0.77,0.31,0.0,0.11,1.19,,,,,Zoe Mode,E,Video Games
WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ,0.45,0.47,0.0,0.28,1.19,68.0,11.0,7.8,15.0,Yuke's,T,Video Games
Spider-Man: The Movie,GC,2002,Action,Activision,0.86,0.27,0.01,0.04,1.19,76.0,14.0,7.3,11.0,Treyarch,E,Video Games
Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19,,,,,,,Video Games
Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo,0.73,0.03,0.36,0.07,1.19,76.0,32.0,7.9,17.0,"Nintendo, Nintendo Software Technology",E,Video Games
Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18,87.0,54.0,8.2,147.0,Kojima Productions,M,Video Games
Metal Gear Solid VR Missions,PS,1999,Adventure,Konami Digital Entertainment,0.66,0.45,0.0,0.08,1.18,,,,,,,Video Games
LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,Activision,0.65,0.42,0.0,0.11,1.18,59.0,4.0,,,TT Fusion,E,Video Games
Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega,0.18,0.64,0.27,0.09,1.18,,,,,,,Video Games
Pole Position,2600,1982,Racing,Atari,1.1,0.07,0.0,0.01,1.18,,,,,,,Video Games
Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,0.48,0.5,0.01,0.2,1.18,78.0,37.0,7.9,282.0,NetherRealm Studios,T,Video Games
Mario Tennis,GB,2000,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18,,,,,,,Video Games
Shenmue,DC,1999,Adventure,Sega,0.52,0.24,0.38,0.04,1.18,88.0,9.0,9.4,201.0,Sega AM2,T,Video Games
Pro Yakyuu Family Stadium '88,NES,1988,Sports,Namco Bandai Games,0.1,0.0,1.08,0.0,1.18,,,,,,,Video Games
Just Dance 4,X360,2012,Misc,Ubisoft,0.9,0.19,0.0,0.09,1.18,77.0,23.0,7.7,36.0,Ubisoft,E10+,Video Games
Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision,0.85,0.31,0.0,0.02,1.18,95.0,16.0,7.5,22.0,Vicarious Visions,E,Video Games
One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,64.0,33.0,6.5,55.0,"Omega Force, Tecmo Koei Games",T,Video Games
Super Ghouls 'n Ghosts,SNES,1991,Platform,Capcom,0.5,0.14,0.52,0.02,1.18,,,,,,,Video Games
Soviet Strike,PS,1996,Simulation,Electronic Arts,0.65,0.44,0.0,0.08,1.17,,,,,,,Video Games
Gun,PS2,2005,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,77.0,43.0,8.7,70.0,Neversoft Entertainment,M,Video Games
Ty the Tasmanian Tiger,PS2,2002,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,70.0,14.0,8.8,60.0,Krome Studios,E,Video Games
Resident Evil: Operation Raccoon City,PS3,2012,Action,Capcom,0.48,0.24,0.36,0.1,1.17,52.0,36.0,4.9,222.0,Slant Six,M,Video Games
Mega Man 3,NES,1990,Platform,Capcom,0.68,0.1,0.39,0.0,1.17,,,,,,,Video Games
LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.4,0.48,0.0,0.29,1.17,76.0,8.0,7.6,11.0,Traveller's Tales,E10+,Video Games
PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,Nintendo,0.53,0.16,0.42,0.06,1.17,62.0,22.0,7.2,36.0,Creatures Inc.,E,Video Games
WWE '12,PS3,2011,Fighting,THQ,0.53,0.45,0.02,0.17,1.17,72.0,28.0,6.9,80.0,Yuke's,T,Video Games
Mad Max (2015),PS4,2015,Action,Warner Bros. Interactive Entertainment,0.36,0.59,0.04,0.18,1.17,,,,,,,Video Games
Romancing SaGa 2,SNES,1993,Role-Playing,SquareSoft,0.0,0.0,1.17,0.0,1.17,,,,,,,Video Games
Mission: Impossible,N64,1997,Action,Ocean,0.74,0.38,0.02,0.03,1.17,,,,,,,Video Games
Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17,57.0,4.0,8.4,37.0,Sand Grain Studios,T,Video Games
Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,0.39,0.69,0.0,0.09,1.17,96.0,57.0,7.9,3756.0,Rockstar North,M,Video Games
Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.59,0.45,0.0,0.14,1.17,84.0,39.0,8.6,2754.0,Obsidian Entertainment,M,Video Games
Cool Boarders 4,PS,1998,Sports,989 Studios,0.65,0.44,0.0,0.08,1.17,,,,,,,Video Games
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ,0.48,0.48,0.01,0.2,1.17,81.0,38.0,8.1,55.0,Yuke's,T,Video Games
Rage Racer,PS,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17,,,,,,,Video Games
Medal of Honor: Rising Sun,XB,2003,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17,65.0,23.0,5.8,28.0,EA LA,T,Video Games
Army of Two,PS3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,74.0,43.0,7.3,118.0,EA Montreal,M,Video Games
Spore,PC,2008,Strategy,Electronic Arts,0.03,1.06,0.0,0.08,1.17,84.0,75.0,5.3,1711.0,Maxis,E10+,Video Games
Destruction Derby 2,PS,1996,Racing,Psygnosis,0.65,0.44,0.0,0.08,1.17,,,,,,,Video Games
Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,81.0,43.0,8.0,31.0,Nintendo,E,Video Games
LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,0.52,0.46,0.0,0.19,1.16,76.0,36.0,7.3,34.0,Traveller's Tales,E10+,Video Games
Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,85.0,19.0,8.9,53.0,Rockstar San Diego,E10+,Video Games
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16,70.0,31.0,6.3,24.0,Red Storm Entertainment,T,Video Games
Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,83.0,13.0,7.9,16.0,Light Weight,T,Video Games
Mirror's Edge,X360,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.16,79.0,82.0,7.6,328.0,EA DICE,T,Video Games
Sonic the Hedgehog,PS3,2006,Platform,Sega,0.41,0.06,0.04,0.66,1.16,43.0,17.0,4.1,176.0,Sonic Team,E10+,Video Games
NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,85.0,17.0,8.5,22.0,EA Sports,E,Video Games
Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16,,,,,,,Video Games
Sega Rally Championship,SAT,1995,Racing,Sega,0.21,0.16,0.77,0.02,1.16,,,,,,,Video Games
Jet Force Gemini,N64,1999,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16,,,,,,,Video Games
Mega Man X,SNES,1993,Platform,Capcom,0.57,0.08,0.5,0.01,1.16,,,,,,,Video Games
Test Drive: Off Road,PS,1997,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.16,,,,,,,Video Games
Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,0.7,0.36,0.0,0.1,1.16,77.0,13.0,7.6,21.0,Ubisoft,E,Video Games
FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0.0,0.09,1.16,88.0,22.0,5.8,328.0,EA Canada,E,Video Games
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.24,0.3,0.16,1.16,88.0,41.0,8.0,238.0,TOSE,T,Video Games
LEGO Star Wars: The Video Game,XB,2005,Action,Eidos Interactive,0.83,0.28,0.0,0.05,1.16,,,,,,,Video Games
Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive,0.54,0.5,0.0,0.12,1.16,45.0,39.0,5.8,89.0,City Interactive,M,Video Games
Sonic Rush Adventure,DS,2007,Platform,Sega,0.53,0.48,0.01,0.12,1.15,78.0,32.0,8.2,66.0,Dimps Corporation,E,Video Games
Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,83.0,29.0,8.1,30.0,Sports Interactive,E,Video Games
Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,73.0,15.0,8.3,30.0,Midway,T,Video Games
Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15,69.0,20.0,7.3,30.0,EA LA,T,Video Games
Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,43.0,5.0,3.4,13.0,Blitz Games,M,Video Games
Wario Land: Shake It!,Wii,2008,Platform,Nintendo,0.59,0.31,0.15,0.1,1.15,,,,,,,Video Games
Football Manager 2013,PC,2012,Sports,Sega,0.0,0.95,0.0,0.21,1.15,86.0,37.0,6.7,228.0,Sports Interactive,,Video Games
Kaboom!,2600,1980,Misc,Activision,1.07,0.07,0.0,0.01,1.15,,,,,,,Video Games
Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,0.59,0.45,0.01,0.1,1.15,53.0,43.0,5.4,437.0,Danger Close,M,Video Games
Qix,GB,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,,,,,,,Video Games
Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,1.15,,,,,,,Video Games
Doraemon,NES,1986,Action,Hudson Soft,0.0,0.0,1.15,0.0,1.15,,,,,,,Video Games
High School Musical 2: Work This Out!,DS,2008,Misc,Disney Interactive Studios,0.5,0.52,0.0,0.13,1.15,,,,,,,Video Games
FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,0.15,0.67,0.01,0.31,1.15,83.0,9.0,7.9,14.0,EA Sports,E,Video Games
Donkey Konga,GC,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,76.0,55.0,8.3,21.0,Namco,E,Video Games
Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,92.0,40.0,8.5,2360.0,Infinity Ward,M,Video Games
Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15,,,,,,,Video Games
Tak and the Power of Juju,PS2,2003,Platform,THQ,0.56,0.44,0.0,0.15,1.15,68.0,28.0,9.0,28.0,Avalanche Software,E,Video Games
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.39,0.57,0.0,0.19,1.15,62.0,44.0,5.1,164.0,Yuke's,T,Video Games
Asteroids,PS,1998,Shooter,Success,0.64,0.43,0.0,0.07,1.15,,,,,,,Video Games
Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,0.0,0.0,1.07,0.07,1.15,,,,,,,Video Games
Action Bass,PS,2000,Action,Take-Two Interactive,0.64,0.43,0.0,0.07,1.14,51.0,8.0,,,Vingt-et-un Systems,E,Video Games
Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14,79.0,33.0,8.4,38.0,K2 LLC,M,Video Games
Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,91.0,77.0,9.1,933.0,SCE Japan Studio,T,Video Games
Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,81.0,12.0,8.5,17.0,SquareSoft,E,Video Games
Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88.0,46.0,7.5,155.0,Team Ninja,M,Video Games
WWE 2K14,PS3,2013,Sports,Take-Two Interactive,0.49,0.46,0.0,0.19,1.14,74.0,22.0,7.5,121.0,Yuke's,T,Video Games
Pokemon Rumble Blast,3DS,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,56.0,36.0,7.1,50.0,Ambrella,E10+,Video Games
007: Quantum of Solace,PS3,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,65.0,42.0,6.6,47.0,Treyarch,T,Video Games
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,76.0,27.0,9.0,21.0,Konami Computer Entertainment Hawaii,E10+,Video Games
Resident Evil - Code: Veronica,DC,2000,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14,,,,,,,Video Games
Super R.C. Pro-Am,GB,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14,,,,,,,Video Games
South Park,N64,1998,Shooter,Acclaim Entertainment,0.9,0.23,0.0,0.02,1.14,,,,,,,Video Games
Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03,1.14,,,,,,,Video Games
Pilotwings,SNES,1990,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14,,,,,,,Video Games
The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,84.0,31.0,9.1,31.0,EA Games,T,Video Games
LEGO Star Wars: The Video Game,GBA,2005,Action,Eidos Interactive,0.82,0.3,0.0,0.02,1.14,,,,,,,Video Games
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,81.0,66.0,8.8,32.0,Clap Hanz,E,Video Games
Royal Palace of White Sword and The City of Gentiles,PS2,2005,Role-Playing,Take-Two Interactive,0.0,0.51,0.0,0.62,1.14,,,,,,,Video Games
Red Dead Redemption: Undead Nightmare,PS3,2010,Action,Take-Two Interactive,0.45,0.45,0.06,0.18,1.14,,,7.4,17.0,Rockstar San Diego,M,Video Games
Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment,0.75,0.21,0.05,0.12,1.14,,,,,,,Video Games
Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.63,0.4,0.0,0.1,1.14,81.0,89.0,7.7,1137.0,Insomniac Games,M,Video Games
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,73.0,15.0,8.8,32.0,Capcom,T,Video Games
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14,,,,,,,Video Games
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,0.41,0.45,0.11,0.17,1.14,79.0,60.0,8.2,201.0,CyberConnect2,T,Video Games
MechAssault,XB,2002,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,87.0,32.0,8.0,47.0,Day 1 Studios,T,Video Games
EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.76,0.27,0.0,0.1,1.13,80.0,15.0,,,Electronic Arts,E,Video Games
Derby Stallion 99,PS,1999,Sports,ASCII Entertainment,0.0,0.0,1.06,0.07,1.13,,,,,,,Video Games
Cars,GBA,2006,Racing,THQ,0.81,0.3,0.0,0.02,1.13,50.0,8.0,4.7,6.0,Helixe,E,Video Games
Watch Dogs 2,PS4,2016,Action,Ubisoft,0.37,0.58,0.0,0.18,1.13,83.0,88.0,7.8,621.0,Ubisoft Montreal,M,Video Games
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,67.0,25.0,6.1,31.0,Traveller's Tales,E10+,Video Games
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,84.0,55.0,8.6,14.0,Ubisoft Montreal,M,Video Games
Donkey Kong,NES,1983,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,,,,,,,Video Games
Mirror's Edge,PS3,2008,Platform,Electronic Arts,0.31,0.58,0.02,0.22,1.13,79.0,66.0,7.8,362.0,EA DICE,T,Video Games
Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0.0,0.11,1.13,85.0,69.0,6.8,108.0,Neversoft Entertainment,T,Video Games
Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,79.0,50.0,8.1,795.0,Creative Assembly,M,Video Games
Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13,,,,,,,Video Games
Fantasy Life,3DS,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73.0,51.0,8.6,209.0,"Level 5, Brownie Brown",E10+,Video Games
Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005,Role-Playing,Nintendo,0.81,0.3,0.0,0.02,1.13,,,,,,,Video Games
SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.56,0.0,0.12,1.13,82.0,48.0,5.9,15.0,SCEE London Studio,T,Video Games
The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.53,0.33,0.17,0.08,1.12,73.0,73.0,7.6,179.0,Nintendo,E,Video Games
Moon Patrol,2600,1982,Shooter,Atari,1.05,0.06,0.0,0.01,1.12,,,,,,,Video Games
